name,food_type_id,id_city,image_path,description,cover_image,gallery,short_description,detailed_description,ingredients,taste_profile,dietary_warnings,average_rating,review_count,source_location,source_classification,source_section
Gỏi nhệch,daa7f39c-cec4-40af-ac6b-9144af2a8ece,788aeac0-5766-4314-b4ac-876c194a29b8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/G%E1%BB%8Fi_nh%E1%BB%87ch_1.jpg/120px-G%E1%BB%8Fi_nh%E1%BB%87ch_1.jpg,Thịt cá nhệch sống được bóp thính gạo cùng một số loại gia vị rồi được dùng với nhiều loại rau ăn kèm và nước chấm gỏi.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/G%E1%BB%8Fi_nh%E1%BB%87ch_1.jpg/120px-G%E1%BB%8Fi_nh%E1%BB%87ch_1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/G%E1%BB%8Fi_nh%E1%BB%87ch_1.jpg/120px-G%E1%BB%8Fi_nh%E1%BB%87ch_1.jpg""]",Thịt cá nhệch sống được bóp thính gạo cùng một số loại gia vị rồi được dùng với nhiều loại rau ăn kèm và nước chấm gỏi.,Thịt cá nhệch sống được bóp thính gạo cùng một số loại gia vị rồi được dùng với nhiều loại rau ăn kèm và nước chấm gỏi.,,,,,0,Duyên hải vịnh Bắc Bộ (Hải Phòng đến Thanh Hóa),Thủy sản,Đặc sản địa phương
Bông điên điển,daa7f39c-cec4-40af-ac6b-9144af2a8ece,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/G%E1%BB%8Fi_b%C3%B4ng_%C4%91i%C3%AAn_%C4%91i%E1%BB%83n_v%C3%A0_t%C3%A9p_%C4%91%E1%BB%93ng.jpg/120px-G%E1%BB%8Fi_b%C3%B4ng_%C4%91i%C3%AAn_%C4%91i%E1%BB%83n_v%C3%A0_t%C3%A9p_%C4%91%E1%BB%93ng.jpg,"Bông điên điển là loại rau đặc trưng Nam Bộ được dùng làm dưa chua, nấu canh, ăn lẩu hay làm gỏi trộn thịt gà.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/G%E1%BB%8Fi_b%C3%B4ng_%C4%91i%C3%AAn_%C4%91i%E1%BB%83n_v%C3%A0_t%C3%A9p_%C4%91%E1%BB%93ng.jpg/120px-G%E1%BB%8Fi_b%C3%B4ng_%C4%91i%C3%AAn_%C4%91i%E1%BB%83n_v%C3%A0_t%C3%A9p_%C4%91%E1%BB%93ng.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/G%E1%BB%8Fi_b%C3%B4ng_%C4%91i%C3%AAn_%C4%91i%E1%BB%83n_v%C3%A0_t%C3%A9p_%C4%91%E1%BB%93ng.jpg/120px-G%E1%BB%8Fi_b%C3%B4ng_%C4%91i%C3%AAn_%C4%91i%E1%BB%83n_v%C3%A0_t%C3%A9p_%C4%91%E1%BB%93ng.jpg""]","Bông điên điển là loại rau đặc trưng Nam Bộ được dùng làm dưa chua, nấu canh, ăn lẩu hay làm gỏi trộn thịt gà.","Bông điên điển là loại rau đặc trưng Nam Bộ được dùng làm dưa chua, nấu canh, ăn lẩu hay làm gỏi trộn thịt gà.",,,,,0,Miền Nam,Rau,Đặc sản địa phương
Đuông dừa,daa7f39c-cec4-40af-ac6b-9144af2a8ece,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Sago_grub_Rhynchophorus_bilneatus_larva.jpg/120px-Sago_grub_Rhynchophorus_bilneatus_larva.jpg,"Người miền Tây đã chế biến đuông dừa thành nhiều món ngon như: đuông dừa nướng, đuông ngâm nước mắm hay chiên bơ...",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Sago_grub_Rhynchophorus_bilneatus_larva.jpg/120px-Sago_grub_Rhynchophorus_bilneatus_larva.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Sago_grub_Rhynchophorus_bilneatus_larva.jpg/120px-Sago_grub_Rhynchophorus_bilneatus_larva.jpg""]","Người miền Tây đã chế biến đuông dừa thành nhiều món ngon như: đuông dừa nướng, đuông ngâm nước mắm hay chiên bơ...","Người miền Tây đã chế biến đuông dừa thành nhiều món ngon như: đuông dừa nướng, đuông ngâm nước mắm hay chiên bơ...",,,,,0,Miền Nam,Ấu trùng,Đặc sản địa phương
Chè đậu xanh Chè hoa cau,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Ch%C3%A8_%C4%91%E1%BB%97_xanh.jpg/120px-Ch%C3%A8_%C4%91%E1%BB%97_xanh.jpg,"Chè đậu (đỗ) xanh nấu với đường và bột năng (hoặc bột sắn dây), có thể cho thêm dừa nạo và nước cốt dừa.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Ch%C3%A8_%C4%91%E1%BB%97_xanh.jpg/120px-Ch%C3%A8_%C4%91%E1%BB%97_xanh.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Ch%C3%A8_%C4%91%E1%BB%97_xanh.jpg/120px-Ch%C3%A8_%C4%91%E1%BB%97_xanh.jpg""]","Chè đậu (đỗ) xanh nấu với đường và bột năng (hoặc bột sắn dây), có thể cho thêm dừa nạo và nước cốt dừa.","Chè đậu (đỗ) xanh nấu với đường và bột năng (hoặc bột sắn dây), có thể cho thêm dừa nạo và nước cốt dừa.",,,,,0,Khắp cả nước,Chè,Tráng miệng
Chè hạt sen,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Sweet_rice_with_lotus_seed.jpg/120px-Sweet_rice_with_lotus_seed.jpg,"Hạt sen được hấp chín, rồi nấu chung với đường cho đến khi sôi nhẹ thì khuấy thêm bột cho sánh.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Sweet_rice_with_lotus_seed.jpg/120px-Sweet_rice_with_lotus_seed.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Sweet_rice_with_lotus_seed.jpg/120px-Sweet_rice_with_lotus_seed.jpg""]","Hạt sen được hấp chín, rồi nấu chung với đường cho đến khi sôi nhẹ thì khuấy thêm bột cho sánh.","Hạt sen được hấp chín, rồi nấu chung với đường cho đến khi sôi nhẹ thì khuấy thêm bột cho sánh.",,,,,0,Khắp cả nước,Chè,Tráng miệng
Chè bà ba,03138d87-59d6-4195-86fc-c02acdb3dc3a,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Ch%C3%A8_b%C3%A0_ba.jpg/120px-Ch%C3%A8_b%C3%A0_ba.jpg,Chè khoai lang với đậu xanh cà và nước cốt dừa.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Ch%C3%A8_b%C3%A0_ba.jpg/120px-Ch%C3%A8_b%C3%A0_ba.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Ch%C3%A8_b%C3%A0_ba.jpg/120px-Ch%C3%A8_b%C3%A0_ba.jpg""]",Chè khoai lang với đậu xanh cà và nước cốt dừa.,Chè khoai lang với đậu xanh cà và nước cốt dừa.,,,,,0,Miền Nam,Chè,Tráng miệng
Chè đậu trắng,03138d87-59d6-4195-86fc-c02acdb3dc3a,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ch%C3%A8_%C4%91%E1%BA%ADu_tr%E1%BA%AFng_1.jpg/120px-Ch%C3%A8_%C4%91%E1%BA%ADu_tr%E1%BA%AFng_1.jpg,Đậu trắng nấu mềm cùng với gạo nếp và nước cốt dừa.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ch%C3%A8_%C4%91%E1%BA%ADu_tr%E1%BA%AFng_1.jpg/120px-Ch%C3%A8_%C4%91%E1%BA%ADu_tr%E1%BA%AFng_1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ch%C3%A8_%C4%91%E1%BA%ADu_tr%E1%BA%AFng_1.jpg/120px-Ch%C3%A8_%C4%91%E1%BA%ADu_tr%E1%BA%AFng_1.jpg""]",Đậu trắng nấu mềm cùng với gạo nếp và nước cốt dừa.,Đậu trắng nấu mềm cùng với gạo nếp và nước cốt dừa.,,,,,0,Miền Nam,Chè,Tráng miệng
Chè trôi nước,03138d87-59d6-4195-86fc-c02acdb3dc3a,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Banhchay.JPG/120px-Banhchay.JPG,Món tráng miệng làm từ các viên nhân đậu xanh bọc trong lớp vỏ bột gạo nếp,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Banhchay.JPG/120px-Banhchay.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Banhchay.JPG/120px-Banhchay.JPG""]",Món tráng miệng làm từ các viên nhân đậu xanh bọc trong lớp vỏ bột gạo nếp,Món tráng miệng làm từ các viên nhân đậu xanh bọc trong lớp vỏ bột gạo nếp,,,,,0,Miền Bắc,Chè/bánh,Tráng miệng
Chè bánh lọt,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Cendol_in_a_Glass.JPG/120px-Cendol_in_a_Glass.JPG,"Món tráng miệng làm từ nước cốt dừa, thạch làm từ bột gạo màu xanh lá cây (thường do lá dứa thôi ra), đá bào và đường thốt nốt",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Cendol_in_a_Glass.JPG/120px-Cendol_in_a_Glass.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Cendol_in_a_Glass.JPG/120px-Cendol_in_a_Glass.JPG""]","Món tráng miệng làm từ nước cốt dừa, thạch làm từ bột gạo màu xanh lá cây (thường do lá dứa thôi ra), đá bào và đường th","Món tráng miệng làm từ nước cốt dừa, thạch làm từ bột gạo màu xanh lá cây (thường do lá dứa thôi ra), đá bào và đường thốt nốt",,,,,0,Khắp cả nước,Chè,Tráng miệng
Chè chuối,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Tapioca_pudding-2.jpg/120px-Tapioca_pudding-2.jpg,Chè làm từ chuối và bột sắn,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Tapioca_pudding-2.jpg/120px-Tapioca_pudding-2.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Tapioca_pudding-2.jpg/120px-Tapioca_pudding-2.jpg""]",Chè làm từ chuối và bột sắn,Chè làm từ chuối và bột sắn,,,,,0,Khắp cả nước,Chè,Tráng miệng
Bánh khoai môn,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/A_Taro_cake.jpg/120px-A_Taro_cake.jpg,Món tráng miệng làm từ khoai môn [ 12 ],https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/A_Taro_cake.jpg/120px-A_Taro_cake.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/A_Taro_cake.jpg/120px-A_Taro_cake.jpg""]",Món tráng miệng làm từ khoai môn [ 12 ],Món tráng miệng làm từ khoai môn [ 12 ],,,,,0,Khắp cả nước,Tráng miệng,Tráng miệng
Sủi dìn,03138d87-59d6-4195-86fc-c02acdb3dc3a,788aeac0-5766-4314-b4ac-876c194a29b8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/S%E1%BB%A7i_d%C3%ACn.jpg/120px-S%E1%BB%A7i_d%C3%ACn.jpg,"Bằng bột gạo nếp, nhân đậu xanh, vừng. Bên ngoài lăn vừng đen & nấu trong nước gừng nóng, rắc thêm một vài sợi dừa nạo.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/S%E1%BB%A7i_d%C3%ACn.jpg/120px-S%E1%BB%A7i_d%C3%ACn.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/S%E1%BB%A7i_d%C3%ACn.jpg/120px-S%E1%BB%A7i_d%C3%ACn.jpg""]","Bằng bột gạo nếp, nhân đậu xanh, vừng. Bên ngoài lăn vừng đen & nấu trong nước gừng nóng, rắc thêm một vài sợi dừa nạo.","Bằng bột gạo nếp, nhân đậu xanh, vừng. Bên ngoài lăn vừng đen & nấu trong nước gừng nóng, rắc thêm một vài sợi dừa nạo.",,,,,0,Hải Phòng,Tráng miệng,Tráng miệng
Sương sáo Thạch đen,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/GrassJellySpoon.jpg/120px-GrassJellySpoon.jpg,"Thân và lá cây thạch đen được phơi khô rồi xay nát, đun sôi trong nước và thêm bột, khi nguội đông lại thành thạch.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/GrassJellySpoon.jpg/120px-GrassJellySpoon.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/GrassJellySpoon.jpg/120px-GrassJellySpoon.jpg""]","Thân và lá cây thạch đen được phơi khô rồi xay nát, đun sôi trong nước và thêm bột, khi nguội đông lại thành thạch.","Thân và lá cây thạch đen được phơi khô rồi xay nát, đun sôi trong nước và thêm bột, khi nguội đông lại thành thạch.",,,,,0,Khắp cả nước,Thạch,Tráng miệng
Sương sâm Thạch xanh,03138d87-59d6-4195-86fc-c02acdb3dc3a,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/S%C6%B0%C6%A1ng_s%C3%A2m.jpg/120px-S%C6%B0%C6%A1ng_s%C3%A2m.jpg,"Lá cây sương sâm tươi đem giã nát với một lượng nước nhất định, lọc sạch, để một hai giờ, chất nước này sẽ kết đông thành thạch.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/S%C6%B0%C6%A1ng_s%C3%A2m.jpg/120px-S%C6%B0%C6%A1ng_s%C3%A2m.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/S%C6%B0%C6%A1ng_s%C3%A2m.jpg/120px-S%C6%B0%C6%A1ng_s%C3%A2m.jpg""]","Lá cây sương sâm tươi đem giã nát với một lượng nước nhất định, lọc sạch, để một hai giờ, chất nước này sẽ kết đông thàn","Lá cây sương sâm tươi đem giã nát với một lượng nước nhất định, lọc sạch, để một hai giờ, chất nước này sẽ kết đông thành thạch.",,,,,0,Miền Nam,Thạch,Tráng miệng
Sương sa,03138d87-59d6-4195-86fc-c02acdb3dc3a,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/H%E1%BA%A1t_l%E1%BB%B1u_%28ch%C3%A8%29.JPG/120px-H%E1%BA%A1t_l%E1%BB%B1u_%28ch%C3%A8%29.JPG,"Thạch trắng hoặc trong suốt được chế biến từ một số loại rong biển, tảo biển.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/H%E1%BA%A1t_l%E1%BB%B1u_%28ch%C3%A8%29.JPG/120px-H%E1%BA%A1t_l%E1%BB%B1u_%28ch%C3%A8%29.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/H%E1%BA%A1t_l%E1%BB%B1u_%28ch%C3%A8%29.JPG/120px-H%E1%BA%A1t_l%E1%BB%B1u_%28ch%C3%A8%29.JPG""]","Thạch trắng hoặc trong suốt được chế biến từ một số loại rong biển, tảo biển.","Thạch trắng hoặc trong suốt được chế biến từ một số loại rong biển, tảo biển.",,,,,0,Miền Nam,Thạch,Tráng miệng
Ô mai,03138d87-59d6-4195-86fc-c02acdb3dc3a,97a6dbe2-3e11-4e93-b238-5648a1fc93aa,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/O_mai_mo.jpg/120px-O_mai_mo.jpg,Món ăn làm từ mơ khô muối/ mơ khô ngâm đường,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/O_mai_mo.jpg/120px-O_mai_mo.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/O_mai_mo.jpg/120px-O_mai_mo.jpg""]",Món ăn làm từ mơ khô muối/ mơ khô ngâm đường,Món ăn làm từ mơ khô muối/ mơ khô ngâm đường,,,,,0,Hà Nội,Trái cây,Tráng miệng
Kẹo mè xửng,03138d87-59d6-4195-86fc-c02acdb3dc3a,6fc8742d-40d6-43f9-9fd1-f497b4f62ddc,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Caramelo_de_mango_con_s%C3%A9samo_y_man%C3%AD_%C2%B7_Vietnam.jpg/120px-Caramelo_de_mango_con_s%C3%A9samo_y_man%C3%AD_%C2%B7_Vietnam.jpg,"Một loại kẹo dai có nguồn gốc từ Huế, được làm bằng đường mía đun sôi (thành một chất rắn mềm và đặc), phủ một lớp mè và thường kèm thêm đậu phộng.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Caramelo_de_mango_con_s%C3%A9samo_y_man%C3%AD_%C2%B7_Vietnam.jpg/120px-Caramelo_de_mango_con_s%C3%A9samo_y_man%C3%AD_%C2%B7_Vietnam.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Caramelo_de_mango_con_s%C3%A9samo_y_man%C3%AD_%C2%B7_Vietnam.jpg/120px-Caramelo_de_mango_con_s%C3%A9samo_y_man%C3%AD_%C2%B7_Vietnam.jpg""]","Một loại kẹo dai có nguồn gốc từ Huế, được làm bằng đường mía đun sôi (thành một chất rắn mềm và đặc), phủ một lớp mè và","Một loại kẹo dai có nguồn gốc từ Huế, được làm bằng đường mía đun sôi (thành một chất rắn mềm và đặc), phủ một lớp mè và thường kèm thêm đậu phộng.",,,,,0,Huế,Món ăn vặt,Tráng miệng
Chuối chiên,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Chu%E1%BB%91i_chi%C3%AAn.JPG/120px-Chu%E1%BB%91i_chi%C3%AAn.JPG,Bánh làm từ chuối chiên với bột,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Chu%E1%BB%91i_chi%C3%AAn.JPG/120px-Chu%E1%BB%91i_chi%C3%AAn.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Chu%E1%BB%91i_chi%C3%AAn.JPG/120px-Chu%E1%BB%91i_chi%C3%AAn.JPG""]",Bánh làm từ chuối chiên với bột,Bánh làm từ chuối chiên với bột,,,,,0,Khắp cả nước,Bánh,Tráng miệng
Kẹo dừa,03138d87-59d6-4195-86fc-c02acdb3dc3a,f0b10d9c-c7f3-4bff-ab8d-290e812ba9b2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Cononut_candy.jpg/120px-Cononut_candy.jpg,Kẹo làm từ cơm dừa và nước cốt dừa,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Cononut_candy.jpg/120px-Cononut_candy.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Cononut_candy.jpg/120px-Cononut_candy.jpg""]",Kẹo làm từ cơm dừa và nước cốt dừa,Kẹo làm từ cơm dừa và nước cốt dừa,,,,,0,Bến Tre,Kẹo,Tráng miệng
Tào phớ,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Douhua.jpg/120px-Douhua.jpg,"Món ăn được làm từ đậu tương, có màu trắng ngà, vị bùi",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Douhua.jpg/120px-Douhua.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Douhua.jpg/120px-Douhua.jpg""]","Món ăn được làm từ đậu tương, có màu trắng ngà, vị bùi","Món ăn được làm từ đậu tương, có màu trắng ngà, vị bùi",,,,,0,Khắp cả nước,Món ăn từ tàu phụ,Tráng miệng
Sâm bổ lượng,03138d87-59d6-4195-86fc-c02acdb3dc3a,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/S%C3%A2m_b%E1%BB%95_l%C6%B0%E1%BB%A3ng.jpg/120px-S%C3%A2m_b%E1%BB%95_l%C6%B0%E1%BB%A3ng.jpg,Một loại chè ngọt Việt Nam,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/S%C3%A2m_b%E1%BB%95_l%C6%B0%E1%BB%A3ng.jpg/120px-S%C3%A2m_b%E1%BB%95_l%C6%B0%E1%BB%A3ng.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/S%C3%A2m_b%E1%BB%95_l%C6%B0%E1%BB%A3ng.jpg/120px-S%C3%A2m_b%E1%BB%95_l%C6%B0%E1%BB%A3ng.jpg""]",Một loại chè ngọt Việt Nam,Một loại chè ngọt Việt Nam,,,,,0,Khắp cả nước,Chè,Tráng miệng
Nước mắm,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/N%C6%B0%E1%BB%9Bc_ch%E1%BA%A5m.jpg/120px-N%C6%B0%E1%BB%9Bc_ch%E1%BA%A5m.jpg,Nước gia vị làm từ cá biển và muối trắng được ủ cho lên men rồi chắt lấy nước cốt.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/N%C6%B0%E1%BB%9Bc_ch%E1%BA%A5m.jpg/120px-N%C6%B0%E1%BB%9Bc_ch%E1%BA%A5m.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/N%C6%B0%E1%BB%9Bc_ch%E1%BA%A5m.jpg/120px-N%C6%B0%E1%BB%9Bc_ch%E1%BA%A5m.jpg""]",Nước gia vị làm từ cá biển và muối trắng được ủ cho lên men rồi chắt lấy nước cốt.,Nước gia vị làm từ cá biển và muối trắng được ủ cho lên men rồi chắt lấy nước cốt.,,,,,0,Khắp cả nước,Đồ chấm,Gia vị và nước chấm
Tương đen,67f5118d-584e-457c-8628-11ee0c3b94d1,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Hoisin_sauce_1.jpg/120px-Hoisin_sauce_1.jpg,"Đồ chấm làm từ đậu tương, dấm trắng, gạo, muối ăn, bột mì, tỏi, và ớt. Thường dùng ăn kèm phở Nam.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Hoisin_sauce_1.jpg/120px-Hoisin_sauce_1.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Hoisin_sauce_1.jpg/120px-Hoisin_sauce_1.jpg""]","Đồ chấm làm từ đậu tương, dấm trắng, gạo, muối ăn, bột mì, tỏi, và ớt. Thường dùng ăn kèm phở Nam.","Đồ chấm làm từ đậu tương, dấm trắng, gạo, muối ăn, bột mì, tỏi, và ớt. Thường dùng ăn kèm phở Nam.",,,,,0,Miền Nam,Đồ chấm,Gia vị và nước chấm
Nước chấm Nước mắm chua ngọt,67f5118d-584e-457c-8628-11ee0c3b94d1,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chanhmuoiglass.jpg/120px-Chanhmuoiglass.jpg,"Nước mắm đã pha thêm chanh, đường, tỏi tươi, ớt tươi.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chanhmuoiglass.jpg/120px-Chanhmuoiglass.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Chanhmuoiglass.jpg/120px-Chanhmuoiglass.jpg""]","Nước mắm đã pha thêm chanh, đường, tỏi tươi, ớt tươi.","Nước mắm đã pha thêm chanh, đường, tỏi tươi, ớt tươi.",,,,,0,Khắp cả nước,Đồ chấm,Gia vị và nước chấm
Mắm tôm,67f5118d-584e-457c-8628-11ee0c3b94d1,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/M%E1%BA%AFm_t%C3%B4m.JPG/120px-M%E1%BA%AFm_t%C3%B4m.JPG,"Mắm được làm từ tôm, tép sông lên men, có mùi và vị rất mạnh.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/M%E1%BA%AFm_t%C3%B4m.JPG/120px-M%E1%BA%AFm_t%C3%B4m.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/M%E1%BA%AFm_t%C3%B4m.JPG/120px-M%E1%BA%AFm_t%C3%B4m.JPG""]","Mắm được làm từ tôm, tép sông lên men, có mùi và vị rất mạnh.","Mắm được làm từ tôm, tép sông lên men, có mùi và vị rất mạnh.",,,,,0,Miền Bắc,Đồ chấm,Gia vị và nước chấm
Mắm ruốc,67f5118d-584e-457c-8628-11ee0c3b94d1,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Th%E1%BB%8Bt_ch%C3%B3_%28m%E1%BA%AFm_ru%E1%BB%91c%29_t%E1%BA%A1i_B%C3%ACnh_Long_ng%C3%A0y_08_th%C3%A1ng_8_n%C4%83m_2019_%285%29.jpg/120px-Th%E1%BB%8Bt_ch%C3%B3_%28m%E1%BA%AFm_ru%E1%BB%91c%29_t%E1%BA%A1i_B%C3%ACnh_Long_ng%C3%A0y_08_th%C3%A1ng_8_n%C4%83m_2019_%285%29.jpg,Làm từ con ruốc lên men,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Th%E1%BB%8Bt_ch%C3%B3_%28m%E1%BA%AFm_ru%E1%BB%91c%29_t%E1%BA%A1i_B%C3%ACnh_Long_ng%C3%A0y_08_th%C3%A1ng_8_n%C4%83m_2019_%285%29.jpg/120px-Th%E1%BB%8Bt_ch%C3%B3_%28m%E1%BA%AFm_ru%E1%BB%91c%29_t%E1%BA%A1i_B%C3%ACnh_Long_ng%C3%A0y_08_th%C3%A1ng_8_n%C4%83m_2019_%285%29.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Th%E1%BB%8Bt_ch%C3%B3_%28m%E1%BA%AFm_ru%E1%BB%91c%29_t%E1%BA%A1i_B%C3%ACnh_Long_ng%C3%A0y_08_th%C3%A1ng_8_n%C4%83m_2019_%285%29.jpg/120px-Th%E1%BB%8Bt_ch%C3%B3_%28m%E1%BA%AFm_ru%E1%BB%91c%29_t%E1%BA%A1i_B%C3%ACnh_Long_ng%C3%A0y_08_th%C3%A1ng_8_n%C4%83m_2019_%285%29.jpg""]",Làm từ con ruốc lên men,Làm từ con ruốc lên men,,,,,0,Miền Trung,Đồ chấm,Gia vị và nước chấm
